,track_name,track_id,track_pop,artist_name,featured_artist,album_name,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,intrumentalness,valence,tempo,track_lyrics,playlist_name

109,iSpy (feat. Kodak Black),3CLd7BfvgsBwBUI8kwFLU6,57,KYLE,Kodak Black,iSpy (feat. Kodak Black),4qBgvVog0wzW75IQ48mU7v,0.776,0.724,7,-4.874,1,0.216,0.455,0.0,0.677,74.987,". I ain't been gettin' high. Well, maybe a little, baby, I don't wanna lie. I know when you text me girl, I don't always reply. Well, you're not an angel either, you can't even fly. I notice, you think that you know shit. All this shade that's coming at me, I wonder who throws it. I got tunnel vision and these niggas out of focus. Superduper sniper gang, don't get hit with the scope, kid, oh shit. Otay, pray them niggas go away. Always hella clowns around it look like Cirque Du Soleil. This went hella platinum, nigga it was just a throwaway. My album so cold when it drop, it's gonna be a motherfucking snow day. Aye, boy is good and he knows it, he don't say it, he shows it. I'm just like DeRozan, if I shoot it, it goes in. I am in Cali just coastin', get 'em so wet they need coasters. I got a selfie with Oprah, but I still ain't gonna post it. And I'm in my happy place posted, I ain't frown since '06. I ain't cried since '01, they freed Lil Kodak, the kids back let's throw somethin. You can come back to mine though, your friend ain't cute, but it's fine though. We gon' end on a high note. . I spy with my little eye. A girlie I can get 'cause she don't get too many likes. A curly-headed cutie I can turn into my wife. Wait, that means forever, ever, hold up, never mind. Oh, I... I spy with my little eye. A girlie I can get 'cause she don't get too many likes. A curly-headed cutie I can turn into my wife. Wait, that means forever, ever, hold up, never mind. Oh, I, I spy with my little eye. I spy, I spy with my little eye. Oh, I, I spy with my little eye. I spy, I spy with my little eye. Oh, I... (Oooooeeeeeee yeah). . I could spot you from a hundred miles away, oh. I can see you through my Jim Maui shades, aye. When I pull up, I'm in a black Audi a8, aye. Leave your man ‘cause he ain't nothin' like me, babe. I've been trying to get my blower ‘cause I ain't never wanting to be linking up. I don't ever wanna be doing features. I stay far away from these people. Said she love me, but I don't believe her. Yeah I want you, but I don't need ya. Even when I ain't lookin', I see ya. You can't even see me, but I see ya. I'm just chilling, smokin' reefer. Dropping codeine in a liter. I've got more stripes than a Zebra. I'm a Gemini, she's a Libra. Pulling stunts like Evil Kenevile. Once I freak her, I'm gonna delete her. I was just talking to Auntie Rita. Told her ""stay out here ‘cause we need ya"" aye aye. I ain't stalking, but I see ya over there, yeah. Yeah I'm watching 'cause this Sniper Gang for real, yeah. Hit the Dentist, and I'll put diamonds in my grill, yeah. Don't think I'm soft girl, I'm just showing you how I feel. Aye, yeah yeah yeah, pulled up on a pill. Aye, yeah yeah yeah, can see ya from over here. Aye, yeah baby girl I can see you in a lift. See you riding in a spliff. I put VV's in your ear, aye. . I spy with my little eye. A girlie I can get 'cause she don't get too many likes. A curly-headed cutie I can turn into my wife. Wait, that means forever, ever, hold up, never mind. Oh, I... I spy with my little eye. A girlie I can get 'cause she don't get too many likes. A curly-headed cutie I can turn into my wife. Wait, that means forever, ever, hold up, never mind. . Oh, I, I spy with my little eye. I spy, I spy with my little eye. Oh, I, I spy with my little eye. I spy, I spy with my little eye. Oh, I</p>",Best Hip-Hop Playlist

110,Nice For What,1cTZMwcBJT0Ka3UJPXOeeN,2,Drake,None,Nice For What,3TVXtAsR1Inumwj472S9r4,0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.792,93.35,"Hold on, hold on. . I keep letting you back in. How can I explain myself?. Care for me, care for me!. I know you care for me!. There for me, there for me! (Louisiana shit). Said you'd be there for me!. Cry for me, cry for me! (Murda on the beat). You said you'd die for me!. Give to me, give to me!. Why won't you live for me?!. I keep letting you back in. How can I explain myself?. Care for me, care for me!. I know you care for me!. There for me, there for me! (A song for y'all to cut up to, you know?). Said you'd be there for me!. Cry for me, cry for me! (Yeah). You said you'd die for me!. Give to me, give to me!. Why won't you live for me?!. . Everybody get your mothafuckin' roll on. I know shorty and she doesn't want no slow song. Had it made last year, life goes on. Haven't let that thing loose, girl, in so long. You been inside, know you like to lay low. I've been peepin' what you bringin' to the table. Workin' hard, girl, everything paid for. First, last phone bill, car note, cable. . With your phone out, gotta hit them angles. With your phone out snappin' like you Fabo. And you showin' off, but it's alright. And you showin' off, but it's alright. It's a short life, yuh. . Care for me, care for me!. I know you care for me!. There for me, there for me!. Said you'd be there for me!. Cry for me, cry for me!. You said you'd die for me!. Give to me, give to me!. Why won't you live for me?!. . That's a real one, in your reflection. Without a follow, without a mention. You rarely pipin' up on these niggas. You gotta be nice for what to these niggas. I understand, you gotta hunnid bands. You got it, baby, Benz. You got some bad friends. High school pics, you was even bad then. You ain't stressing off no lover in the past tense. You already had then. Work at 8am, finish around five. Hoes talk down, you don't see them outside. They don't really be the same offline. You know dog days, you know hard times. Doing overtime for the last month. Saturday, call the girls, get em gassed up. Gotta hit the club, gotta make that ass jump. Gotta hit the club like you hit them muthafucking angles. . With your phone out snappin' like you Fabo. And you showin' off, but it's alright. And you showin' off, but it's alright. It's a short life, yuh. . These hoes. Your boy. I may. Watch the breakdown. . Care for me, care for me!. I know you care for me!. There for me, there for me!. Said you'd be there for me!. Cry for me, cry for me!. You said you'd die for me!. Give to me, give to me!. Why won't you live for me?!. . Gotta make that jump. Gotta make that–. Gotta make that–. Gotta make that jump. Gotta make that–. Gotta make that–. Gotta make that jump. Gotta make that–. Gotta make that–. . That's a real one, in your reflection. Without a follow, without a mention. You rarely piping up on these niggas. You gotta be nice for what to these niggas. I understand. . Care for me, care for me!. I know you care for me!. There for me, there for me!. Said you'd be there for me!. Cry for me, cry for me!. You said you'd die for me!. Give to me, give to me!. Why won't you live for me?!. . Gotta hit the club like you hit them, hit them angles. It's a short life, yuh. Cry for me, cry for me!. You said you'd die for me!. Give to me, give to me!. Why won't you live for me?!</p>",Best Hip-Hop Playlist

111,Summer Sixteen,17Q87zeXgsAi9iQQbMu9v0,59,Drake,None,Summer Sixteen,3TVXtAsR1Inumwj472S9r4,0.594,0.46,1,-7.607,1,0.382,0.00354,2.71e-05,0.0541,146.274,". 
. [Intro: Drake]
. Looking, looking, looking
. Looking, looking, looking
. Looking, looking
. Looking
. Looking. 
. [Hook: Drake]
. Looking for revenge
. Oh, summer sixteen
. Oh, summer sixteen
. Playing dirty not clean
. Out in front of Four Seasons
. Looking like a damn football team
. All in the same thing
. All repping one thing
. Looking for revenge. 
. [Verse 1: Drake]
. To do what you couldn't do
. Tell Obama that my verses are just like the whips that he in
. They bulletproof
. Minus twenty we in Pitfield
. That Kai's kitchen in a Canada Goose
. Famous as fuck but I’m still in the cut when they round up the troops
. I’m just a sicko a real sicko when you get to know me nigga
. I let the diss record drop, you was staying right below me, nigga
. We must have played it a hundred times, you was going to bed
. Why would I put on a vest, I expect you to aim for the head?
. I coulda killed you the first time
. You don’t have to try to say it louder nigga
. Trust, we heard you the first time
. It’s nothing personal I would have done it to anyone
. And I blame where I came from
. And I blame all my day ones
. You know Chubbs like Draymond
. You better off not saying nothing
. Them boys they a handful
. Then I hit ‘em with the Hotline
. Chris Breezy with the dance moves
. Mo-G with the dance moves
. Ave Boy with the dance moves
. Jimi Hendrix with the solo
. Those the strings that you can’t pull
. Yeah, and I could really dish it out
. Come and get it from the source
. Fuck with all the word of mouth
. Golden State running practice at my house
. Nigga, what am I about?
. You gon’ really feel it now
. I’m out here…. 
. [Hook: Drake]
. Looking for revenge
. Oh, summer sixteen
. Oh, summer sixteen
. Playing dirty not clean
. Out in front of Four Seasons
. Looking like a damn football team
. All repping one thing
. Looking for revenge. 
. [Beat switch]. 
. [Verse 2: Drake]
. All you boys in the new Toronto want to be me a little
. All your exes know I like my O’s with a V in the middle
. You would love it if I went away or didn’t say nothing else
. How am I keeping it real by keeping this shit to myself?
. You was never gang, gang, gang, gang, you was never one of us
. Had us fooled for a minute there, now we done all grown up
. But I’m better off anyway, y’all never gon’ finish Drake
. Say you seeing ‘bout it when you see me man y’all never home anyway
. Thought of things that you shoulda said, said things that you shouldn’t say
. We even gave you the whole money play and y'all still broke to this day
. “Oh it’s your time now” yeah, that’s what everybody say
. I used to wanna be on Roc-A-Fella then I turned into Jay
. Now I got a house in LA, Now I got a bigger pool than Ye
. And look man, Ye’s pool is nice, mine's just bigger's what I’m saying
. I’m that nigga’s what I’m saying
. Getting things done around here
. How you let me run it down here
. I’m not even from around here
. Six, six, six, six, six soon as I’m back in the city they throw a parade
. I might get a key to the city and give it to Wayne
. Or give it to one of the young boys to carry the wave
. Yeah, so trust me, they’ll be out here…. 
. [Hook: Drake]
. Looking for revenge
. Oh, summer sixteen
. Oh, summer sixteen
. Playing dirty not clean
. Out in front of Four Seasons
. Looking like a damn football team
. All in the same thing
. All repping one thing
. Looking for.... 
. [Outro: DJ Khaled]
. They don’t want us to have a bigger pool than Kanye. </p>",Best Hip-Hop Playlist

112,F*ck Up Some Commas,49zD0wr2S3d0lZPib0K4e1,66,Future,None,DS2 (Deluxe),1RyvyyTE3xzB2ZywiAwp0i,0.874,0.568,11,-5.896,0,0.224,0.0698,1.38e-05,0.46,139.995,"Now that's just some shit that you don't do. I'mma stay real for my real niggas. Now that's just some shit that I'm gon' do. Fuck up the commas, let's fuck up some commas nigga. Let's fuck up some commas, let's do that shit random. Yeah, Future, Future Hendrix, it's some shit you don't do. Cut it up. Let's fuck up some commas. Let's fuck up some commas, yeah. Let's fuck up some commas. Let's fuck up some commas, yeah. Forty thou to a hundred thou. Hundred thou, another hunnid thou. Three hundred thou to five hundred thousand. A million, let's have a money shower. Let's fuck up some commas. Let's fuck up some commas, yeah. Let's fuck up some commas. Let's fuck up some commas, yeah. Forty thou to a hundred thou. Hundred thou, another hunnid thou. Three hundred thou to five hundred thousand. A million, let's have a money shower. Fuck up the llama, I'm hot like a sauna, yeah. The burner is on me, can't play with that money, yeah. I'm fucking with shorty, I'm loving the way that she fucking me yeah. Give no fucks yeah, we don't give no fucks, yeah. Throw my cup yeah, I just bought my plug, yeah. Full of the mud, yeah, nigga get full of them drugs, yeah. Feeling real right, yeah, I'm on same thing as Mike, yeah. Bought a lil ice, yeah, I wanna beat that dope like Ike, yeah. Let's fuck up some commas. Let's fuck up some commas, yeah. Let's fuck up some commas. Let's fuck up some commas, yeah. Forty thou to a hundred thou. Hundred thou, another hunnid thou. Three hundred thou to five hundred thousand. A million, let's have a money shower. Let's fuck up some commas. Let's fuck up some commas, yeah. Let's fuck up some commas. Let's fuck up some commas, yeah. Forty thou to a hundred thou. Hundred thou, another hunnid thou. Three hundred thou to five hundred thousand. A million, let's have a money shower. Smoke the first 48 hours, grind 22 and sleep 2 hours. Put 24's on the new Audi, white on white like baby powder. Drop ya' bitch off at Fulton County. Might count it up and then re-count it. Double cups like Tunechi, yeah. Bust it down with these goonies, yeah. Give no fucks yeah, we don't give no fucks, yeah. Go fill my cup yeah, bitch go fill my cup, yeah. You heard that the slums made me, I'm cool with the Konvicts. The coupe look like Akon, fuck all that bum shit. Let's fuck up some commas. Let's fuck up some commas, yeah. Let's fuck up some commas. Let's fuck up some commas, yeah. Forty thou to a hundred thou. Hundred thou, another hunnid thou. Three hundred thou to five hundred thousand. A million, let's have a money shower. Fit it, critic, get it, hit it, run it, drill it, wet it, I'm in it, really. Split it, fifty-fifty, ball, Reggie, ready, set, go. Throw that money in the air, watch it fall to the floor. Heard ya ordered some Ciroc, need to order up some more. Audemar yeah, eighty on the watch, yeah. Katy Perry yeah, servin' Katy Perry, yeah. I should ball yeah, I should break you off, yeah. Break you off yeah, made myself a boss, yeah. Let's fuck up some commas. Let's fuck up some commas, yeah. Let's fuck up some commas. Let's fuck up some commas, yeah. Forty thou to a hundred thou. Hundred thou, another hunnid thou. Three hundred thou to five hundred thousand. A million, let's have a money shower. Give no fucks yeah, we don't give no fucks yeah. Give no fucks yeah, we don't give no fucks yeah. Forty thou to a hundred thou. A hundred thou, another hundred thou. Three hundred thou, five hundred thousand. A million, let's have a money shower. Let's have a money shower right now, oh. Let's have a money shower right now, oh. Let's have a money shower right now, let's go. Let's have a money shower right now, let's go. Let's have a money shower, oh, oh, oh, oh. Forty thou to a hunnid thou to a hunnid thou to a hunnid thou. A million, Hendrix</p>",Best Hip-Hop Playlist

113,Hot N*gga,19gEmPjfqSZT0ulDRfjl0m,74,Bobby Shmurda,None,Hot N*gga,34Y0ldeyUv7jBvukWOGASO,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.18,167.879,"It's like Shmurda she wrote. How much shmoneys that? Ah ah ahh, ah, ah, ahh. Ah, ahh. (Jahlil beats holla at me!). . Yo Chewy, I'm some hot nigga. Like I talk to Shyste when I shot niggas. Like you seen em twirl then he drop, nigga. And We Keep them 9 milli's on my block, nigga. And Monte Keep it on him, he done dropped niggas. And trigger he be wilding, he some hot nigga. Tones known to get busy with them Glocks, nigga. Try to run down and you can catch a shot, nigga. Running through these checks till' I pass out. Your shawty gave me Neck 'til I pass out. I swear to God, all I do is cash out. And if you ain't a ho, get up out my trap house. I been selling crack since like the 5th grade. Really never made no difference what the shit made. Jaja taught me flip them packs and how to maintain. Get that money back and spend it on the same thing. Shawty like the way that I ball out. I be getting money till' I fall out. You talking cash dog, I goes all out. Shawty love the way that I floss out. Free Greezy though, let all of my dogs out. Mama said no pussy cats inside my dog house. That's what got my daddy locked up in the dog pound. Free Phantom though, let all of my dogs out. We gon' pull up in that hooptie like we cops on 'em. With the 16's, we gon' put some shots on em'. I send a lil' thot to send the drop on em'. She gon' call me up and I'mma sick the hots on em'. Grimey savage, that's what we are. Grimey shooters dressed in G-Star. GS9, I go so Hard. But GS for my gun squad. And bitch if there's a problem we gon' gun brawl. Shots poppin 'out The AR. I'm with Trigger, I'm with Rasha, I'm with A-Raw. Broad daylight and we gon' let them things bark. Tell them niggas free Meeshie, ho. Subwave, free Breezy, ho. And tell my niggas, Shmurda teaming, ho. Bitch caught a body 'bout a week ago. Fuck with us and then we tweet, ho. Run up on that nigga get to squeezing, ho. Everybody catching bullet holes. Niggas got me on my bully yo. I'mma run up, put that gun on 'em. I'mma run up, go dumb on 'em. Niggas got me on that young shit. Got me on that go dumb shit</p>",Best Hip-Hop Playlist
